tweet,sentiment
so cameron has lost telegraph and the sun over . so who supports him? do tory right really want drowned children on beaches?,negative
next wednesday at 6 we'll be out with our message to . the tory onslaught will be resisted by workers.,neutral
the grassroots response to the refugee crisis should shame the tory government.,negative
my level of hatred towards the tory government has reached a new high,negative
no point asking for humanity from a tory. pretty sure they are all replicants created by the nazis after wwii. especially theresa may.,negative
"tory govt may be offering money upfront to get health devolution up and running, because it serves their long-term purpose",neutral
i was implying that the victory against tory may have motivated them to devote more resources to brown,neutral
. blasts the tory attack on the green agenda in guardian today:,negative
"people will realize the lies that come out of tory mouths their not green and not for ""hard working families"" .",negative
"if scotland woke up tomorrow and decided we were going to vote tory, tommy sheridan would rip his shirt off to reveal a thatcher tattoo.",negative
"..the ramifications may feasibly tear apart the tory party for years to come. that said, the putative no campaign...",negative
"join next wednesday, exposing tory hypocrisy at the department for business, innovation, and skills:",neutral
"so here's the thing. turns out tory voters love renewables, esp . and don't much care for",neutral
a bit iffy that mail and sun take this seriously but somehow suppress anything about tory paedophiles,negative
is showing he is unfit to govern along with most of the tory government,neutral
"bought crumpets on the way home and thought ""ah, that'll make a nice saturday morning!"" felt like a tory voter somewhere in surrey.",positive
to get into your worlds & see just what you do the tory's are afraid of things that are really true. may....be,negative
"excellent, hungary is coming to its senses, maybe the tory govt may also realise this is a crisis, and not a media show!",neutral
- maybe it's partly because tory doesn't know what comes after september 15th.,negative
"scots why they think the approach may work, but there are basic questions that can bluetooth/wifi/smoke-signal would be that tory donors nee",negative
tory tells sky news airstrikes may not be enough to make syria peaceful. may have to send ground troops,neutral
sadly inevitable given tory guns. profit-making broadcasters won't fill the gap. sky has already dropped sky arts 2.,negative
"as a revelatory headline by the mail, that's up there with ""daily mail readers like the royal family and vote tory"".",neutral
"troops may be needed in syria, says senior mp: as refugees continue to flee the country, a senior tory tells s...",neutral
29% say we should take no refugees in uk (mail on sunday poll). very similar number to the selfish sods who voted tory at last election.,neutral
new labour leader next sat-mahri black offered snp hand of friendship to labour-if j..corbyn wins tory agenda can be halted in it's tracks,neutral
wonder how many tory voters went 2 bed wed nite tory & woke up thurs ukip(word on the st around my neigh/hood)tread careful tories,neutral
what's your point ruth? or is this just another jab at snp to distract us from tory extremists?,neutral
tory in wallingford on the 19th!!! might have to swing thru!!!,positive
"corbyn may be polling ahead but what about the shy ""tory"" vote? i think burnham may win. moderate left is not as radicalised.",neutral
just a reminder if you voted tory in may youre still a fucking selfish twat 4 months on,negative
"the sun and mail, hate britain , hate working classes, want your kids to he stupid and vote tory....",negative
the sun is nothing but a disgusting tory mouth piece rag. i wouldn't line my hamster cage with it.,negative
dup sabre rattling in stormont before going into talks tomorrow & willing to impose tory cuts on the electorate.,neutral
one eurosceptic tory says it now looks like labour may vote with govt on 'purdah',neutral
"i don't know which tory you may be referring to, but i 100% agree with that statement",neutral
2nd tory candidate leaves race in one day after embarassing incident,negative
"they never do. remember, there may not be a tory govt after the next ge. they can't bind the hands of their successor.",negative
"nope torontonians wont have a voice, except for the howls as tory wastes our money yet again",negative
i may be largely speaking a tory - but i do massively respect you! well done and thank you for everything!,positive
never underestimate the stupidity of tory backbenchers. nor think that couldn't win in,negative
"scum???.... he votes tory. reads the sun, and thinks this countries downfalls are down to mass immigration",neutral
"mais oui*! *not to be confused with 'may wee,' the warning that comes with tory plumbers",negative
labour folk scream at each other to join the tory party while a tory minister has been a labour member for 18 months,neutral
2nd left in tory cabinet now i have seen it all,neutral
"same dickhead sun ""readers"" out there who think we shd bomb to protect uk are the same dickheads who voted tory coz they're ....",negative
tory failure crows about the tories winning . let's show her what they've achieved since 7 may,neutral
i hope theresa may is cringing - adam holloway showing tory xenophobic prejudices - think he should be given more time to speak,neutral
"ask if she'll be going to the debate thurs on immigration detention (tory called it, richard fuller, the issue is causing splits)",neutral
plus that boy tory kills it too i think it's bouta be hella lit only weak thing is it's on a thursday lol,neutral
can you imagine what a tory prison must be like? imagine a young grammar schoolboy going in after his 1st fraud,neutral
not a bit ashamed to say i have preplanned lots of jokes about the queen/parasitology to troll my tory royalist classmates tomorrow,positive
"why ford a much better mayor than tory. . ford saved taxpayers about $1b. tory hiked taxes, borrowed to balance budget in 1st year",neutral
it may turn out the tory plan for a small state disguised as the 'austerity' agenda turns out to be dangerous in ni,negative
"what is 'amazing',i shd add, is that i went through the university a tory!even belonged to tory group at uni!1st vote(21)tory:since, labour!",positive
"despite the fact his party is wallowing in 3rd place nationally, tory incumbent guy lauzon is unconcerned",neutral
roll on saturday and beyond ! looking forward to an opposition leader to really fight the eternal enemy-the tory !,positive
i said nothing of the sort. i support the 2nd amendment. trump wants to ban assault weapons. i don't.,negative
"fwiw, my own parental household may make me batty if ""hopeful"" trump stays legitimate into the primaries ... i'll snap.",negative
trump cant beat hillary that is confirmed take it from me but hillary may not get nominated,neutral
trump is having a anti-deal rally at the capital tomorrow? might have to pop by after some meetings tomorrow,positive
mexico should be the national team for usa...trump may have an issue but quality will improve,positive
"trump may not be at the top of my list in race, but he's not at the bottom either.",neutral
if you read again what i posted 3 hours ago you could learn finally trump is not my 1st choice!,negative
huckabee today. trump tomorrow. ted cruz about to be upstaged twice in one week.,negative
"just used trump's mexico bashing speech to promote the oct 10 gave between that is low, really low.",negative
remember that time people argued that we shouldn't kick trump out of the 1st debate?,positive
oneheart media news fans boo trump at u.s. open - donald trump found himself the target of audible boos on tuesday...,neutral
thank you for standing up for america. god bless president donald j. trump!,positive
time into colbert show before 1st full trump segment: 21 minutes (and it's the first full segment),neutral
i wish i was in d.c. tomorrow for the with trump and senator ted cruz,positive
interesting about this. trump keeps saying cruz is joining him. i think cruz started this and asked trump to join.,positive
trump also plans to be in dc tomorrow. watch him on o'rilley 's show tonight and was great loved what he had 2 say,neutral
"who are trump's supporters?: when donald trump announced he was running for president on june 16, the idea see...",neutral
colbert on trump takes me to my comfort zone. may satire reign on with .,positive
jeb is an odd choice for a debut show. trump would have been the only candidate to have on his 1st show.,negative
we need trump we may be past the point of recovery we are falling apart,neutral
wow! trump! gives you the best. toronto. splurge in november: stay 4 nights save 30% off your stay,positive
no shit. trump will have a field day tomorrow. <<<popcorn ready,neutral
thank u for standing up for israel mr. trump! what a refreshing change after the past 7 yrs.,positive
i've predicted same for 2 months! if trump has balls to come on it will end him.,neutral
jeb! should be very happy. colbert may be the one person who can reduce the trump farce to size. he may diminish him.,positive
"somewhere, trump sits watching, for the 10th time, that clip of the hungarian camerawoman tripping/kicking fleeing refugee kids, & swoons.",negative
so far only speaker tomorrow have reservations about is . glenn has to classify trump and cannot do it. bothers him greatly.,neutral
trump says iran deal forces u.s. to defend iran if it's attacked by israel via false,negative
"trump will take 10% of the electoral from jeb, putting hillary in the white house. then she will put trump in her cabinet. heard it here 1st",neutral
hahaha dead. trump talks about the real issues,neutral
first colbert show tonight. jeb on. sanders on thursday. trump on fallon friday. should all be good for a few chuckles.,positive
perhaps he can eradicate the trump virus that's plaguing the usa. made his 1st million using daddy's millions.,negative
donalds trump is going to be here on monday.... who wants to fight him with me,neutral
just because his hired manager may have been racist doesn't mean trump had anything to do with it.,neutral
| sierra club - // you gotta see this! looks just like trump.,positive
thoroughly enjoying colbert going in on trump on his 1st late night show...,positive
"wish i was there tomorrow! tea party to gather with trump, cruz, palin against iran deal via",positive
"trump may have been born rich, but he multiplied his fathers money many times over",positive
god bless trump in washington dc tomorrow! good luck and thank you! nite patriots.,positive
"tomorrow anti iran show : beck the crazy messianic nut job, trump the fascist reality show fascist. panderer cruz and quitter palin. wow",negative
"trump's hair detaches, becomes a tumble-weave. yeah it must be wednesday at ass-oclock.",negative
"my dvr of colbert's 1st show jumped over george clooney and went from trump to jeb bush. it's just as well. it gets better, right, stephen?",neutral
"trump, cruz to rally against iran deal: on wednesday afternoon, the circus is coming to the capitol.donald tru...",negative
unfortunately it looks like trump may not be the answer. his answer regarding allowing syrian refugees here was not good.,negative
if you treated like you did christie or trump rather than as a human punching bag she may talk to you.,negative
phil robertson is simply another face/voice that may be able to get through to the audience as trump vs cruz would be-,neutral
"stephen colbert's first 'late show' was tuesday night. it was awesome. clooney, stewart, fallon, bush, trump, it...",positive
"nevermind them, chris. i look forward to your interview with trump tomorrow. you and he mix it up and you both come off well.",positive
"rt: ""trump may be leading for the long haul? really ? maybe if he didn't get never-endi...""",neutral
"i wonder does trump know, make america great again was the klan's 1st slogan?",negative
trump's greatest appeal is his abhorrence of political correctness. it's why he can win:,positive
"i think you should get down w/ ""use trump style wall threat"" to force mx into 1st world property law."" i mean c'mon!",negative
oh he using the racist dog whistle trump spews.,negative
"your testing will come to an abrupt end thur 7am when you get schooled by trump on ""the deal of the century"".",negative
"trump has a strategy & it's working. ""the white vote: the rise of donald trump shows it may be returning via """,positive
"what's up jose, good programming dude! hope thing are well you? trump is in dallas on 14 sept, got my tickets!!!",positive
i'd vote for trump as a joke (he's in the wwe hof ffs) but i'm too scared he'd actually win. at least he'd be the 1st pres to be stunner'd,negative
do you know hotels are 17th biggest business in america? trump is 22nd largest hotel chain in america. in other words a pipsqueak.,negative
i would vote for trump tomorrow because that's funny yeah you and a million other idiots funny doesn't fix shit.,negative
but just so your warned if scouts ruled against 2nd amendment trump said we'd have to abide by that,negative
"idk how i feel about going to darts every wednesday. like i'm pretty sure every person there for darts is voting for trump, but idk.",negative
why many conservative pundits r declaring war on trump. dec- laring war on the most candid & 'for the people' candidate in your lifetime!,negative
"she may have lost her job, but word on the street is that trump has found his new immigration policy coordinator",neutral
"trump is the troll of all trolls. it's amazing, actually...",neutral
"i hope both the usmnt, and trump, for that matter, manage to take a huge shit on mexico.",negative
brilliant. el tri trolls trump and the us ahead of on 10/10.,neutral
"then your boy trump must really piss you off, because he wants it too. but yeah, make america great. and stuff.",negative
"hahaha. brilliant. go watch this. btw, we totally deserve this for unleashing trump on the world.",neutral
"match the contribution trump! that'll really show you care, this may come off as a point grab and turn negative.",negative
jeb bush: campaign against trump has changed: jeb bush on wednesday said he's changed his campaign tactics som...,neutral
i like what trump says but he's doing it more 4 self-promo. he'll drop out in 3 mos! (my tweet frm last june-this is why i don't gamble),neutral
"my honest hope right now is that trump will not receive the gop nomination and run 3rd party, splitting the gop vote causing",negative
republicans should check 1st before using songs for their rallies. eyeofthetiger+kim davis=absolutely not. same with trump.,negative
a long put on trump clinching the nomination with a long call on the launch of a 3rd mainstream party... somebody?,positive
"so folks, trump has now lead consistently nationally and in every key state since beginning of july. past history shows that wins it all.",positive
"as much as i hate to admit, trump may be right. but he should add and others into the mix, also.",neutral
this honestly may be the smartest thing trump has done to date: cc:,neutral
he won't he does not want to alienate trump conservative voters. may be looking vp if trump wins not sure why,negative
that mexico vs usa commercial with trump gets your blood boiling. race war october 10th. imagine that parking lot. gaddamnnnnnn violence!!!,negative
i see grit & fight in you 2nd to trump. if you were front runner how would you handle the pc media atrack?,neutral
it's nice that if trump doesn't work out the gop can fall back on carson.,positive
"i may not like carson, but i'm going to feel genuinely bad about trump's mouth-breather following going after him",negative
"this guy says he brought rosie for trump, but he may be trolling the rally ""just a little bit""",negative
racism towards latinos has risen since trump went public with his. white people feeling bolder,negative
the best case for trump's 2016 viability is that he may actually never run out of attention-getting stunts like this,neutral
think we may be looking at trump's vp if he gets the nomination.,neutral
"trump is really a presidential candidate....this is not the longest mtv awards skit, nor saturday night live or living color. no, really.",negative
if trump is pres & deports me 2 italy as 1 of my relatives may hv been a illegal back in the early 1900's will i retain my usa voting rights,neutral
this is so important. trump is playing on the racist fears of white americans and it's working.,negative
baxter may want to consider that trump's confederate world may mistake him for the undocumented k,neutral
the fact that they're cheering trump proves it.,negative
"trump: ""we may have so much winning when i'm elected that you may get bored with winning."" .",positive
trump is running for captain of the football team right?,negative
"it may be the end of the world as we know it, but trump's feeling fine.",negative
"if trump gets elected, we'll probably see an ayatollah give a sitting president the middle finger for 1st time in history.",negative
let's hope he won't mention trump! c'mon man!,neutral
"agree. but at least he let ted go 1st. was ted's rally, after all. still same trump speech, didn't seem to fit.",neutral
"trump at the anti-iran deal rally: ""we will have so much winning if i am elected, you may get bored with winning.""",neutral
i may not be for trump becoming president but i am happy that he is for stopping the iran deal.,positive
"this just in: trump hires charlie sheen to write speeches, mel gibson to edit",neutral
relief for tsipras as greece passes 2nd reform bill without the syriza revolt spreading -,neutral
": tsipras appears determined to close the deal by august 20: athens, july 23, 2015/ i...",neutral
"election calendar: we'll see whether tsipras's policies have boosted extremist parties or the left, as he claims.",neutral
"i would say oct are early elections. if tsipras doesn't hold them then, he will go the way of pasok & samaras when held later.",positive
correct! when 3rd memo voted and starts bighting in tsipras likely to go the way of pasok & nd. euro? 63% say don't fear drachma,positive
"tsipras may be lamenting, but europe is much farther along the dialectic than the us. shit's gradual. don't be lulled by false necessity",negative
this man made up my mind to oppose when he told tsipras to hold his head high,positive
"the way the encounter with tsipras is described suggests someone who likes to tell a good tale, no matter the cost",neutral
>> who leaked facts that may damage tsipras+the deal more than varoufakis? why is v systematically undermining tsipras since the referendum?,neutral
"what makes the 3rd bailout different is that, after tsipras, there will be no one left inside greece to credibly manage the memorandum",negative
"tsipras: referendum was decided friday morning in a brussels summit, when we we're given a take it or leave it deal",neutral
"tsipras: (on referendum) i thought no was going to win, on thursday. on friday i was certain of it",negative
"after all these tsipras headlines, i wonder if they'll still let the athens stock exchange open tomorrow. will be a total bloodbath.",negative
tsipras says snap election may be needed if he lacks a parliamentary majority,neutral
"love or hate tsipras, he's told nothing but the truth since day 1. wouldn't see honesty like that with other leaders",positive
"tsipras ""if some don't believe there was no alternative & want discussion on their alternative now then party should vote on sunday""",neutral
tsipras defends greek bailout deal in showdown with party rebels; us gdp still to come: more on my live blog,neutral
thanks. i reckon tsipras may be heading for the top three of the world's most disingenuous politicians.,negative
tsipras asserts control over syriza with congress vote: prime minister alexis tsiprass call on thursday to hol...,neutral
"tsipras confirms secret grexit club existed, denies that it was secret grexit club...",neutral
"tsipras: varoufakis may have bad dress sense, but he's no crook -photo via",neutral
"do it like tsipras! ignoring problems won't make them go away; but still, you may go away with it.",negative
"forex crunch: parliamentary victory for tsipras if you're new here, you may want to subscribe to ...",positive
tsipras is currently on holidays and on the 6th he is going to egypt. so i dont think he realizes the situation we are in,negative
"restructured, so long as a good show of 'toeing the line' is made 1st, then tsipras is a quisling.",neutral
greece's tsipras says loan deal with lenders close: athens (reuters) - prime minister alexis tsipras said on wednesday that greece wa...,neutral
[ shares'll go up tomorrow ] greece's tsipras says loan deal with lenders close via,neutral
"tsipras - ""talks are in final stretch"" which is greek for ""talks are about to break down and i may call a referendum any minute now""",negative
"morning. more optimism from pm tsipras over bailout talks, but debt relief still the key issue.german factory orders +2% m/m in june.",neutral
news update: tsipras and hollande want bailout agreed after august 15,neutral
"wrapup 1-hollande and tsipras want greek bailout agreed in late august: athens/ismailia, egypt, aug 6 (reuters...",neutral
reuters top news: hollande and tsipras want greek bailout agreed in late ... -,neutral
: tsipras says he and have agreed that negotiations can & must be closed by aug 15th:,neutral
"after july 13th ,really don't give a damn anymore about greek politics.don't care if it is tsipras or samaras.greece is sold to the enemy.",negative
"on mar 23 i enthusiastically wrote the above about tsipras. now, unfortunately, i'm terribly disappointed about his leadership.",negative
"so, we had elex on jan just to: form a ""govt of the left"", have capital controls, return econ 2 recession, sign a new mou by tsipras",neutral
"tsipras told merkel greece & lenders proceeded on basis of july 13 agreement, spoke with hollande & juncker who were 'v positive' about deal",neutral
fake greek talks just like fake iran talks tsipras is pulling a khamenei,neutral
"berlin says merkel, tsipras spoke by phone on tuesday no details - why the fishy secrecy?",neutral
o/n news: greece has submitted its bailout deal bill to parliament with tsipras aiming to get parliamentary approval by thursday,neutral
"paradoxically, tsipras could now be the 1st greek pm to actually make reforms work. moving faster than predecessors",positive
"no big deal, tsipras reminds his admirers all over the world. if possible, a 2nd emasculation won't be opposed by him.",negative
"it's like tsipras says, they're in the middle of a humanitarian crisis. bf should have their march cancelled, and the money",negative
tsipras future 'may rest on no vote',neutral
trouble ahead for syriza and tsipras just as the bailout deal is passed,neutral
"tsipras will seek a confidence vote after august 20 when a debt repayment to the european central bank falls due, a government official said",neutral
greek parliament has just approved 3rd bailout 222:64 votes. yet tsipras seeks vote of confidence on august 20th. future is still uncertain.,neutral
"""more moderate"" may be! but plenty of uneducated demagogs, who have not done a day's work....starting with tsipras, himself!",negative
"it is not about tsipras, any more. it is about how the 3rd mou will be implemented. get over him ...",negative
"while the bailout deal was finally agreed, it looks like poor tsipras, the saviour of his nation, may be the casualty of all this",neutral
"yes , that was the point i was trying to make - passage of time ""may "" work to tsipras's advantage. more so 1",neutral
keep in mind tsipras' 1st state visit after elections was pope francis in the vatican. tsipras an atheist representing orthodoxy.,negative
tsipras confident athens will be able to finalize 3rd bailout deal with creditors,neutral
"dont underestimate the power of the pple, don't be sure tsipras will win, many who voted syriza the 1st won't now",negative
may come in handy if medvedev has to have one of those talks with merkel that tsipras is so familiar with,negative
"elections seem the most probable scenario, as tsipras made a strategic mistake...",negative
tsipras needs to complete the agreement with esm to ensure the receipt which is reschudeled by friday. tsipras closed down well,neutral
rumors galore in athens that tsipras will call for blitz elections for sept 20th or even the 13th.,neutral
"tsipras will announce the resignation of his gov at 20.00 through tv. prime minister for 1 month,1st time for gr a woman,mrs thanou,judicial",neutral
tsipras looks to strengthen his authority after a party mutiny over the 3rd bailout,positive
tsipras signed the effing 3rd bail-out and now he resigns - shld have resigned before,neutral
we may soon see tsipras campaign for the mou he doesn't believe in.,neutral
"now that tsipras resigned, yanis has come out with guns a'blazin' and has publicly posted the proposal he had made:",neutral
i missed some of tsipras' speech. but did he mention the date 20 september?,neutral
"having marched people to the top of the hill more than once, tsipras may find the greek people have tired of his grand old duke of york act.",neutral
"tsipras' new, austerian may win upcoming elections but it will do so without the international support network it once had.",neutral
"tsipras' departure may just confirm, like it or not, that corbyn's chances of success as leader are slim if not non-existent.",neutral
"tsipras resigns as greek pm, after 7 month stint working for the brookings institute probable election date sep 20th",neutral
"whoever becomes the next greek prime minister, may his/her name be as pronounceable as tsipras is.",neutral
tsipras plan a was stall until politics improved. may have miscalculated and thought it would improve by june 30.,neutral
"greece's tsipras bets on early polls to boost reform mandate: athens, greece (ap) ? greece's president will launch the process friday...",positive
with tsipras resignaton will head to the polls for the 6th time in 8 years. via,neutral
tsipras resigned on thursday night after he lost the support from within his syriza party. that is classic .,neutral
"hi nick, might you be available to speak to on the phone tomorrow about tsipras? thanks, chris",neutral
"far left has used and uses tsipras as a wheelbarrow to the microphones, as used and before january 25.",positive
"like tsipras, merkel has rebels in the party but fans in the country.",neutral
tsipras resigns like a martyr. blames troika for driving greece to the edge. but it is tsipras that may have pushed greece over it.,neutral
for now tsipras may be considered the stenmark of politics. try a bit harder and he might be become in politics...,neutral
europe may find itself relying on success of tsipras's greece tell angela which autobahn to stand in the middle of.,neutral
europe spent months trying to crush tsipras. now he has called a snap election europe may find itself relying on success of greece's tsipras,neutral
"the dark end of the love story ""when tsipras met varoufakis""",neutral
ii believe (from my distant foreign nation) that tsipras is the sort who who may achieve high diplomacy someday. he is no coward.,positive
if trump was tsipras i'd vote for him. it is true though that he may end up splitting the gop like tsipras did the troika.,neutral
tsipras may just limp across the finish line in the general election because there's no real viable alternative pm...,negative
"tsipras: varoufakis gave talks momentum at start but then stopped. says he saw lagarde, others ""switch off"" when v spoke on jun 25",neutral
"4 of course, tsipras may not need these 3 parties. he may get overall majority (unlikely) or be able to rule with anel (not very likely)",neutral
the snap election will be on 20 september while the opposition groups such as lafazanis led popular unity or nd accused tsipras,positive
it would be a strategic mistake of the 1st order 4 tsipras (let alone a genuine anti-austerity politician) to seek and maintain a leading ..,negative
tsipras says that the september 20 elections will provide his party a strong mandate to form a majority government.,positive
tsipras seemed like a teflon prime minister... but now it looks the mud is beginning to stick. by h.dixon,negative
good (greek) editorial/primer about upcoming greek elections as polls show tsipras on back foot,positive
"by capitulating to the troika, tsipras didn't just seal syriza's fate, he may have sealed podemos's too /",negative
"un mauvais sondage et... mt tsipras in u-turn, says he may consider coalition w pasok, if they get rid of venizelos &loverdos",neutral
"cause tsipras has taken all the remaining ""heavy burden"" of pasok/better dont talk if you think that v was an asset",neutral
what a difference exactly two months can make. tsipras faces crowds on 4 july v 4 sep,positive
greek pm alexis tsipras was flavour of the year while jupiter was in his sun sign leo. now in virgo and tsipras looks to be on the way out.,neutral
"and fofi gennimata of pasok, as the recent poll also explicitly show, nd may be getting more popularity than tsipras led syriza.",positive
"tsipras said it as if it was a bad thing. ... it is good. austerity, not ""austerity"" should come naturally.",neutral
tsipras asks for strong mandate so that the left may continue to govern,neutral
in case you haven't been paying attention to greece for a couple of months - this man could unseat tsipras on sep 20.,neutral
i live in perpetual fear that any of the people i interact with on a daily basis may have voted ukip,neutral
i guess the great british public who voted labour instead of ukip in may can thank their lucky stars that we don't have a lab/snp gov now...,neutral
if you didn't vote ukip in may ten you are partly responsible for what's happening in calais today ukip would never have tolerated it......,neutral
corbyn is popular with ukip voters: maybe because he speaks straightforwardly like nigel farage?,positive
"edinburgh festival diary day 2 - boris world king, german humour, ukip the musical & meeting",positive
of course it is but what's changed since may 7th? lab need votes from ukip and tories to win ge. jc won't get those.,positive
"people can't grasp that perphaps by sending representatives to eu parliament that aren't from ukip, we may just wield more democratic power.",neutral
ukip was on media blackout for most chanels they didn't want people to know how well ukip really did we came 2nd,neutral
"oh, it depends on how many people are pissing me off and the level of rage i reach! last time was friday night, about ukip...",negative
"monbiot says much of labour base switched to ukip but ""the same people"" now flocking to corbyn any evidence for this?",positive
don't worry about results tomorrow my dad got an a in politics and still ended up voting for ukip,neutral
"great article.. u forgot ukip, who will take all the votes of disaffected tories. labour may just scrape a win",neutral
proves that you can be a labour man and judge ukip objectively at the same time.,neutral
"hi, are you free to take part in plmr podcast tomorrow on ukip's priorities over next 5 yrs? would be quick and can do phone!",neutral
did you read this frances? country would be a mess if the ukip crowd had their way.nhs for sure.,neutral
"hi jason, are you free for a quick phone interview tomorrow for podcast on what ukip's priorities are for next parliament?",neutral
"this is the same person we all dealt with in the ukip saga back in april, i'm calling it now.",neutral
"my area is so safely labour, you could pin a red rosette on a donkey& it would still get voted in. now ukip is 2nd",negative
far left have one thing in common with ukip mad conspiracy theory's about purges and they are the always victims,negative
"weird, but signs of ukip votes going back to the lib dems?",neutral
are you for real? ukip supported austerity in their manifesto! in a byelection in cornwall last night you went from 1st to 4th,negative
apart from the ukip ones that is rob! hell of a lot towards herefordshire!,neutral
tories drub ukip in camborne pendarves by-election: ukip has lost to the tories with an almost 23 per cent dec...,positive
"bloody love europe, ukip can fuck right off! sipping a grimbergen ambre in the lyon sun whilst getting my beige on > racist ignorant pricks.",negative
"i've a relative who is ""traditional labour"", moved to ukip in may she's not impressed by corbyn. mythical that he can win these people back",negative
"in fact, if i end up doing a reprise of this show then i may well add the tag line 'hate ukip, love gravy' to the promo material",neutral
"leftist hypocrisy of the day: ""the mail's 'corbyn's 1st 1000 days' is a viscous smear. channel 4's 'ukip's 1st 100 days' was good, though""",neutral
"well, whatever their reasons for voting ukip, they can't have been the latter (though may have been former).",neutral
if you did not vote ukip in may then you are a major part of the illegal immigrant problem and no part at all of the solution.....,negative
"york central was i think their 6th target in the country (stupidly high i always thought), they got 10% on par with ukip.",neutral
roll on september 12th! the destruction of the left as an electoral force creates the space for ukip,positive
"corbyn has the best chance of winning back snp, ukip, green and 1st time voters",positive
"awesome, good selection there. yeah i was up 13-18th. saw phil wang, ukip the musical and some free stuff as well as limbo",positive
a program of interest to ukip might be the chanel 4 spot on the true cost of ilegals on monday at 10pm it looks quite informative,positive
blog of the week and it is only wednesday. exposes the sham press coverage of ukip views v corbyn & need to debate issues,neutral
idiots attracted to all parties. difference with ukip is media prepared to dig through years of profiles;,negative
check out the ukip stand at the bucks county show tomorrow,neutral
"there's a simple solution, just deport all the far right wing tory & ukip voting cocksuckers !",negative
"michael salter, the pride chair who boasted of getting ukip onto the march, receives an honour in the dissolution list btw.",neutral
went to ukip and ppl wont be fooled twice with weasel words i wont vt 4 them again it will b 1st time in 70yrs dc deceitful.,negative
"inside he probably thinks he has been duped by ukip & media instead of believing 1st experience of a dying, hard working brit.",neutral
backed by the sun & closest to ukip - what does this say about the uk electorate! bigots united!,negative
very strong hold - especially given ukip's showing in the barnsley seats in may.,positive
we're on fire at the moment: we've a tory government by ukip design implementing our great & the 1st vote,positive
your efforts would be better placed against that lot than ukip. we're maturing into the 3rd party,neutral
"no , ukip are just ""nazi"" , ""fascist"" , ""racist"" etc . heaven forbid they may have been right",negative
and the 40 seats labour lost in scotland?...not to ukip...,neutral
"ukip is undoubtedly a threat to labour, not so tories but plaid may well hop into bed with labour to gain power.",negative
may well but is it coincidence that ukip and england more on the right where & popular & less up here?,neutral
"ffs. enough. fuck the daily mail, the sun, ukip, front national and all other reactionary purveyors of hatred....",negative
"65-70% of tory & ukip voters still want to renationalise the railways, as do the 1st & 2nd place cands for lab leader.",negative
you may not like corbyn but to retweet ukip supporters is worse. more tory than the tories,negative
"bbc news - theresa may: free eu movement 'for those with jobs' quite right theresa, come and join ukip",positive
"may continues to disguise her ""uk out of eu"" view. she should do the honourable thing and resign and join ukip.",negative
"that's the problem with ukip, they want all other eu countries to put uk citizens above 1st.",negative
at last theresa may says something must be done about immigration- ukip are winning the argument,neutral
theresa may calls for curbs to eu free movement and usurps many ukip ideas in the process:,negative
so theresa may has today publicly said the same thing as what nigel farage and ukip get attacked for saying ??,negative
very wise. hard to see ukip going any further tho. lab & tory split may open up new space like you said.,negative
"so twitter, who do you think will be 1st labour mp to announce they are leaving for ukip on september 12th??",negative
electoral commission will decide which is the official 'no' campaign and it may not be ukip's,neutral
have you ever been to scotland you may not realise ukip is nothing here. stick to your core voters of tinfoil heads,neutral
"looking forward to friday, on the guest list for ukip's ""no"" launch for the referendum",positive
just a bit of wednesday evening bantz. even if voting ukip meant york win the league i wouldn't,neutral
my ma's so fucking ukip. she may as well be smoking bensons and sipping john smith's ale as she's giving off about the chinese,negative
"in that same election- libdems lower than bnp, independent socialist party & indipendant. 3rd party my arse. 5,988 votes for ukip by the",neutral
"cameron's gone full ukip, then. will head off corbyn threat by going far right.",neutral
"british social attitudes: ""3/4 of ukip supporters (76%) believe there is one law for the rich and one for the poor""",neutral
big announcement tomorrow at 12:00 regarding ukip's biggest ever outreach campaign to get the uk out of the eu.,neutral
i hope the ukip comes to power and saves uk. the british tell you god bless you. we tell may,positive
ukip may be out of the news but they are as poisonous as ever one of their parliamentary candidates,negative
"ukip boy may have deleted his twitter profile, but those screenshots will be with him forever.",negative
they will not be safe. we will march on clapton with lead piping and beat ukip into the sea.,negative
", thanks to whatever credibility ukip may have had has just been lost forever.",neutral
id be prepared to bet that most sun readers voted ukip despite them backing the tories.,neutral
"we've gone from a country that voted ukip into 3rd place for total votes, the party looking to seriously cut the amount of people coming in",negative
"ukip polled 2nd in labour-held seats in the north, if we continue with tory-lite policies then ukip will crush us in the north",negative
"you said he was the 2nd worst, he isn't & ukip don't vote on non-uk issues",negative
"to be fair paul, after snp, ukip, boundary changes & 50 fewer mps, it may not be leader that's influencing the 80% who disagree",negative
buzzfeed asks if ukip loses votes to corbyn; farage thinks he'll pick up some greens/non-voters but a chunk of old labour vote may go ukip.,neutral
"yes, but ukip said the dad only did it for new teeth. or some other sick nonsense.",neutral
kendall & cooper would cause a ukip surge in the north where the party polled 2nd,neutral
"i understand why people may support them, but i totally despise ukip. they're racist bigoted beasts, nothing average about that",negative
ukip are the only party offering sensible policies on immigration.,positive
"ukip and the gay pride march (2015), by sean gabb",positive
while ukip racists rant & tories make excuses this is what the british people are doing about,neutral
i don't think she understood ukip at all. suggest nuttily bennett may be more in step with her views,negative
great to hear you on bbc5live on wednesday. nearly fell off my chair at ukip inclusion,neutral
